clicks,game,usr
3,43458ca353cd408081370ba6632276ab,GuestA909DBCCF42241ADA745B4E89
5,43458ca353cd408081370ba6632276ab,GuestC014586DD2B74358971E79BD0
6,d6d3853429c44f7ab11d440a4091adec,Guest47192B88B7B04A5492BF77428
18,d6d3853429c44f7ab11d440a4091adec,Guest533ADB5D0F8347DB99DCF450E
5,d6d3853429c44f7ab11d440a4091adec,Guest98B41012A3E7463F9CD921575
9,92edf97083c44ba7a43af9a89143ab09,Guest7A8941AF09DA467DA9021B25F
6,92edf97083c44ba7a43af9a89143ab09,GuestE553BDD1F32D403488C288CDD
12,92edf97083c44ba7a43af9a89143ab09,Joffrey_Baratheon
4,560249af99fa4f70bd519228d9a0638e,Guest52FDDE69823F406484A484D62
4,560249af99fa4f70bd519228d9a0638e,Guest5734472693064683B93E9C0E7
4,560249af99fa4f70bd519228d9a0638e,GuestBEDAE447A22049DE890337092
8,7f755d10d00349939009636879fff680,Guest14E9207A1B644476965B05D6E
10,7f755d10d00349939009636879fff680,GuestA73331C5E2F94C0D89A2B2233
6,7f755d10d00349939009636879fff680,GuestA73541839A18466E91FF25C69
5,7f755d10d00349939009636879fff680,matt_the_green
14,7f755d10d00349939009636879fff680,SwimFellow
9,bcd6c2c338d24cf7bd6b503789ba3f14,Guest3E572EE3E6C14CA280C968B3F
5,bcd6c2c338d24cf7bd6b503789ba3f14,GuestAFBAE0A8188D4F4BB5B4A4E5E
4,5c4b950379724a789b48eae53f2d0c13,didi187
5,5c4b950379724a789b48eae53f2d0c13,Flyingpear
7,5c4b950379724a789b48eae53f2d0c13,Guest05A4FD9B8F7D4E1EAAEE3F44E
12,5c4b950379724a789b48eae53f2d0c13,Guest59AF39A050AE44F28C87B8020
3,5c4b950379724a789b48eae53f2d0c13,Guest6D2A0893A2DE4EF4B1D072B3E
5,5c4b950379724a789b48eae53f2d0c13,Guest7D77CA6D33104C7BB940D0EF6
7,5c4b950379724a789b48eae53f2d0c13,Guest7D8E80DD3E674D278C6043B05
10,5c4b950379724a789b48eae53f2d0c13,Guest820C3EDBC8984C60A2699CA17
3,5c4b950379724a789b48eae53f2d0c13,Guest84D3F1CD0BC54CF1AF2A2E339
5,5c4b950379724a789b48eae53f2d0c13,GuestAB21A6E2CE534783A1265AADB
4,5c4b950379724a789b48eae53f2d0c13,GuestACF2DCD5E12B4780B3A859677
8,5c4b950379724a789b48eae53f2d0c13,GuestC6F8F088CF264734BC2445DE3
4,5c4b950379724a789b48eae53f2d0c13,GuestF40076C57CD042DFAF6AE2AE0
6,5c4b950379724a789b48eae53f2d0c13,Hemal1
4,5c4b950379724a789b48eae53f2d0c13,steeler06
7,b07a88f17bc84bf380e10c101b4c7965,AbsoluteZero
7,b07a88f17bc84bf380e10c101b4c7965,Guest0AD70F4F1E6B436B8521A573F
7,b07a88f17bc84bf380e10c101b4c7965,Guest3A7BE01518984D8B8D671B130
5,b07a88f17bc84bf380e10c101b4c7965,Guest769A549F5D7B473A9921E9A94
4,b07a88f17bc84bf380e10c101b4c7965,lexigurl97
7,b07a88f17bc84bf380e10c101b4c7965,ricardoglw
6,1eb8062cd6ff4498b1ce1c49265d008d,AbsoluteZero
6,1eb8062cd6ff4498b1ce1c49265d008d,bjm05i
7,1eb8062cd6ff4498b1ce1c49265d008d,evilcartman7896
6,1eb8062cd6ff4498b1ce1c49265d008d,Guest46F2C5DA27B84EFDB3CD06BB6
8,1eb8062cd6ff4498b1ce1c49265d008d,Guest4B85660D36024E02B76E8A26E
3,1eb8062cd6ff4498b1ce1c49265d008d,Guest7CE807498CF443A4BABABCC0C
4,1eb8062cd6ff4498b1ce1c49265d008d,Guest83F16A6161F74C7A8F0A216E4
3,1eb8062cd6ff4498b1ce1c49265d008d,GuestAEE3D7053F1F44F4BB9E65F17
8,1eb8062cd6ff4498b1ce1c49265d008d,GuestC20B52D020804799B38CD444D
5,1eb8062cd6ff4498b1ce1c49265d008d,miraclemuffin23
7,e70977d18898497aa953260304e8ddd6,AutumnC
4,e70977d18898497aa953260304e8ddd6,btamm12
6,e70977d18898497aa953260304e8ddd6,Guest3DB3C7A22B5D4D578591F55BC
30,e70977d18898497aa953260304e8ddd6,Guest3F52DA78BE6C46D880CEEB58D
9,e70977d18898497aa953260304e8ddd6,Guest5C0493DF33FD4F6EBA4A884D0
7,e70977d18898497aa953260304e8ddd6,GuestA51E9400C1C54D3BA82E464BD
9,e70977d18898497aa953260304e8ddd6,GuestE3E8EF90A74D45C281D5C45A4
8,e70977d18898497aa953260304e8ddd6,kdog9123
4,e70977d18898497aa953260304e8ddd6,Minatoman10
4,e70977d18898497aa953260304e8ddd6,MonsieurLeSlug
4,e70977d18898497aa953260304e8ddd6,RageOfTheJedi
6,e70977d18898497aa953260304e8ddd6,zack0704
4,3ee40552afb248b6aa342707e7c14ce0,Guest50BE5804F44E4C6BB6259B6AA
4,3ee40552afb248b6aa342707e7c14ce0,GuestB1F7F6165C114FA19223AF2DA
4,3ee40552afb248b6aa342707e7c14ce0,GuestD0DD1511E26E44A0A7CB9835C
8,ac0e659ce322472593256ec740e4131c,Guest41176F534AA740098503EA386
4,ac0e659ce322472593256ec740e4131c,Guest92767EB57BB1436A834D556A0
3,ac0e659ce322472593256ec740e4131c,Guest975B5F34889642E5872FCD5A2
7,4e714dddb545405cb27e153959ca0625,AbsoluteZero
6,4e714dddb545405cb27e153959ca0625,Guest76F16575726240D28FC4F19C3
7,4e714dddb545405cb27e153959ca0625,musicismylife0308
5,4caf85f8e353414887642a0ca88ec3a2,crose15
6,4caf85f8e353414887642a0ca88ec3a2,Guest2081425B142D4218817F1BD43
7,4caf85f8e353414887642a0ca88ec3a2,Guest2BA4FE2380AA4A28A0EBD5F33
5,4caf85f8e353414887642a0ca88ec3a2,Guest434508FFA2C549AC82449A74F
5,4caf85f8e353414887642a0ca88ec3a2,Guest4F899F5B719C4CCB8BE2BEFA6
4,4caf85f8e353414887642a0ca88ec3a2,GuestA1B5268F08AD4718B1753BADC
5,4caf85f8e353414887642a0ca88ec3a2,GuestD0495F2842304EA8B597E2195
4,4caf85f8e353414887642a0ca88ec3a2,GuestDAA9CA2F9D8D4FE9A4EB83C12
4,4caf85f8e353414887642a0ca88ec3a2,GuestEDA114293750491DA98D92630
6,0aa05f7397e94561b279c387d820c50c,Dustmonster
5,0aa05f7397e94561b279c387d820c50c,Forsytthe
6,36f1e4cc4ad1460b90a4e07e15e55c77,Guest58A0C215AC784DD78D94E4925
9,36f1e4cc4ad1460b90a4e07e15e55c77,GuestCDE24E3DC4AB40DBA512F358E
5,36f1e4cc4ad1460b90a4e07e15e55c77,GuestDD46C14788B446C0A448F3344
9,c0d316ab3a6346e2a8036cb85b31edcf,Guest33D2578D88F34E20A14C38213
2,c0d316ab3a6346e2a8036cb85b31edcf,GuestDF47985402D14D19920968EC8
5,f3a7bf6e32954efdab72365811ea418b,Guest8E442DE43A4E41229F4E9703D
5,f3a7bf6e32954efdab72365811ea418b,GuestB18DA496C017450494BB699D9
5,41783932010d49229a98762f039b59df,Guest6D1C14EC13CD47C1AFC559D62
10,41783932010d49229a98762f039b59df,Guest8E6685D514424279A28A60627
8,41783932010d49229a98762f039b59df,GuestB680A0BBB8FF4F358CE1363DA
4,41783932010d49229a98762f039b59df,GuestF9CA4E1294F448DD8CFB534FF
9,763aa79c709641c1bc89cec0a97a79c1,Guest7E30B8A0DCE64EA6B9A22AFBD
6,763aa79c709641c1bc89cec0a97a79c1,GuestEEA228E03B9B40DB981ECF0CF
5,d46ce1ad7cfa41b2b39ff3a5a306bf61,SilverZephyr
9,d46ce1ad7cfa41b2b39ff3a5a306bf61,whoooaaa
5,7d58a54a0c3d44deba1ad5cc3682f1f2,dh66
4,7d58a54a0c3d44deba1ad5cc3682f1f2,Guest7EDA1FF1CDEF4E50A5AB83D34
10,7d58a54a0c3d44deba1ad5cc3682f1f2,GuestBAC5D295EB8E42D98CE2A1A14
7,c2ce0006b2644241bcf858e2ad9ae0e1,caudi9
6,c2ce0006b2644241bcf858e2ad9ae0e1,smoodle
7,ee12cc3db024404c8b2d450e6e526ff9,Guest41AB3BE883E64DBBB59AA178B
8,ee12cc3db024404c8b2d450e6e526ff9,Guest83D6011760D34C8F9B152F690
6,ee12cc3db024404c8b2d450e6e526ff9,GuestB5FBDA203B7042DC9F19FDD8F
5,ee12cc3db024404c8b2d450e6e526ff9,yyyyguy
6,b24f096f45f043c7ac31265e438a5b56,GeneralJarJar21
6,b24f096f45f043c7ac31265e438a5b56,GuestFC320A84A0964BCC8BB9DF1A5
9,d3faa92e9b524524ba6e832bab30859a,alexdefunk
9,d3faa92e9b524524ba6e832bab30859a,eventhorizon51
6,d3faa92e9b524524ba6e832bab30859a,Guest91B9816A4B3A4BBCAD70833FB
6,d3faa92e9b524524ba6e832bab30859a,GuestAD0DC8F50A5B4D20949296258
6,39f48629d254472b8eca6eb70ed32f0e,Guest20D8B52457EE412B8891E0CA7
8,39f48629d254472b8eca6eb70ed32f0e,Guest440EBCFBA4FB43B39FC59AAC8
5,8ec7413178954c468be3d22ce7b868bb,Guest1F4286C27577432A8841DE66B
5,8ec7413178954c468be3d22ce7b868bb,mariahpg
5,2510ef2bb530487aafd04e095946c0a0,Guest96A9B6BFE909408C9DF71BA6C
6,2510ef2bb530487aafd04e095946c0a0,GuestEC46A67CBC1442A895E3AEED4
5,2510ef2bb530487aafd04e095946c0a0,roady2win
4,37bb78af5dae4f3d8f91419a7b56c1e7,Guest2608C97C7B8E4C48AB7BBD64D
6,37bb78af5dae4f3d8f91419a7b56c1e7,Guest7555C5EEB4014BF9B33267CFD
6,37bb78af5dae4f3d8f91419a7b56c1e7,GuestA1E112A3A55E4D90A8BC590C5
10,32197e819a8a46daaa8f714ad8350d4d,Guest221C92E9B14C462C81221A4A7
4,32197e819a8a46daaa8f714ad8350d4d,Guest3BF0CF410623451E9B8BA3B2C
16,32197e819a8a46daaa8f714ad8350d4d,Guest5526095022194A5CB5242075E
4,32197e819a8a46daaa8f714ad8350d4d,Guest809D64E0DDEA43A0B75FEC085
6,32197e819a8a46daaa8f714ad8350d4d,JRob
6,32197e819a8a46daaa8f714ad8350d4d,thats_ironic
8,3a521464e373489580341c5fe9219961,Guest21FFD09EDC274CACADEB1A32B
7,3a521464e373489580341c5fe9219961,SullyG
4,01f31a063ad947188b9781dd56570c07,arsenal31197
2,01f31a063ad947188b9781dd56570c07,Guest4F94969CEF284DEBB8A394AE1
3,01f31a063ad947188b9781dd56570c07,GuestB502E659F00F49378AC076EFC
3,01f31a063ad947188b9781dd56570c07,GuestCD2940C46909411E9B474A3F0
3,01f31a063ad947188b9781dd56570c07,GuestECC3FCBFD2674047A5463F597
3,01f31a063ad947188b9781dd56570c07,GuestFBB6592169AE4AAAAC647420B
